Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
550,Jerar Encarnacion,28,SFG,NL,-0.4,17,35,34,1,6,1,0,0,0,0,0,1,8,.176,.200,.206,.406,15,.182,4,7,1,0,0,0,0,/9H3D7,,encarje01
551,Michael Helman,30,TEX,AL,-0.2,15,35,30,2,5,1,0,1,2,0,0,1,6,.167,.235,.300,.535,55,.237,49,9,0,2,1,1,0,/86H79,,helmami01
552,Eloy Jiménez,29,TOR,AL,-0.1,12,35,31,2,9,0,0,0,3,0,0,3,7,.290,.343,.290,.633,77,.290,74,9,1,0,0,1,0,/DH,,jimenel02
553,Brewer Hicklen,30,ATL,NL,0.1,16,34,27,8,9,5,0,0,3,0,0,7,12,.333,.471,.519,.989,173,.431,176,14,0,0,0,0,0,9/H78D,,hicklbr01
554,Sam Huff,28,BAL,AL,-0.3,14,34,33,1,4,2,0,0,1,0,0,1,19,.121,.147,.182,.329,-7,.145,-21,6,0,0,0,0,0,2/H,,huffsa01
555,Reese McGuire*,31,CHW,AL,-0.5,11,34,29,1,5,0,0,0,3,0,0,2,9,.172,.273,.172,.445,29,.223,29,5,0,2,1,0,0,2/1H,,mcguire01
556,Nick Morabito,23,NYM,NL,-0.2,13,34,29,2,5,1,0,0,4,1,2,3,10,.172,.294,.207,.501,45,.222,49,6,0,2,0,0,0,/7HD89,,morabni01
557,Chad Stevens,27,COL,NL,-0.3,16,34,28,1,1,0,0,0,3,0,0,5,13,.036,.176,.036,.212,-40,.129,-51,1,0,0,0,1,0,4/H56,,stevech02
558,Tanner Murray,26,CHW,AL,0.0,13,33,28,2,6,0,0,1,3,0,0,2,7,.214,.281,.321,.603,69,.307,89,9,0,1,1,1,1,/756H,,murrata01
559,César Prieto*,27,STL,NL,-0.6,14,33,32,1,2,0,0,0,0,1,0,1,4,.063,.091,.063,.153,-55,.080,-70,2,1,0,0,0,0,/5H64,,prietce01
560,P.J. Higgins,33,CIN,NL,-0.1,13,32,26,1,6,1,0,0,4,0,0,2,8,.231,.276,.269,.545,54,.247,42,7,1,0,3,1,0,2/1,,higgipj01
561,Lázaro Montes*,21,SEA,AL,0.1,13,31,28,4,7,1,0,3,9,0,0,3,14,.250,.323,.607,.930,162,.390,157,17,2,0,0,0,0,/H9D,,montela01
562,Miles Mastrobuoni*,30,SEA,AL,-0.1,13,30,26,3,5,0,0,0,1,0,0,2,10,.192,.241,.192,.434,28,.204,23,5,0,0,1,1,0,/59374H,,mastrmi01
563,Yohandy Morales,24,WSN,NL,0.4,10,30,30,7,9,3,0,2,4,1,0,0,9,.300,.300,.600,.900,140,.388,140,18,0,0,0,0,0,/3HD,,moralyo01
564,Rikuu Nishida*,25,CHW,AL,0.0,12,30,29,3,7,0,0,0,2,0,0,0,5,.241,.241,.241,.483,36,.236,38,7,0,0,1,0,0,9/48H,,nishiri01
565,Andrew Pinckney,25,WSN,NL,0.2,17,29,25,7,7,0,1,1,3,1,1,1,10,.280,.310,.480,.790,114,.317,101,12,0,1,0,2,0,/7H98,,pinckan01
566,Kevin Alcántara,23,CHC,NL,-0.2,24,28,25,6,6,0,0,1,6,0,1,2,11,.240,.286,.360,.646,77,.265,71,9,1,0,0,1,0,H/D789,,alcanke01
567,Eliezer Alfonzo#,26,LAD,NL,-0.2,13,28,28,3,5,2,0,0,4,0,0,0,3,.179,.179,.250,.429,17,.186,1,7,0,0,0,0,0,2/DH,,alfonel02
568,Addison Barger*,26,TOR,AL,-0.2,9,28,22,2,1,1,0,0,2,0,0,5,7,.045,.214,.091,.305,-11,.169,-11,2,1,0,0,1,0,/9H,,bargead01
569,Tyler Black*,25,MIL,NL,0.2,9,28,27,2,9,4,0,0,7,0,0,1,7,.333,.357,.481,.839,130,.358,125,13,1,0,0,0,0,/DH37,,blackty01
570,Ben Rortvedt*,28,LAD,NL,-0.1,16,28,27,0,5,0,0,0,1,0,0,0,9,.185,.185,.185,.370,3,.167,-17,5,0,0,1,0,0,2/DH,,rortvbe01
571,Michael Toglia#,27,CIN,NL,-0.5,10,28,26,2,3,2,0,0,1,0,0,2,12,.115,.179,.192,.371,4,.172,-6,5,1,0,0,0,0,/379H,,toglimi01
572,Stuart Fairchild,30,2TM,AL,0.1,15,27,19,4,3,0,0,0,1,2,0,7,14,.158,.407,.158,.565,70,.323,93,3,0,1,0,0,0,/8H97D,,faircst01
572,Stuart Fairchild,30,CLE,AL,0.1,14,27,19,3,3,0,0,0,1,2,0,7,14,.158,.407,.158,.565,70,.323,93,3,0,1,0,0,0,/89H7D,,faircst01
572,Stuart Fairchild,30,SEA,AL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/H,,faircst01
573,Otto Kemp,26,PHI,NL,-0.7,13,27,25,0,2,0,0,0,0,0,0,1,10,.080,.148,.080,.228,-36,.120,-53,2,0,1,0,0,0,7/H4,,kempot01
574,Chuckie Robinson,31,LAD,NL,-0.4,8,26,23,1,2,0,0,0,1,0,0,0,5,.087,.087,.087,.174,-52,.079,-99,2,0,0,3,0,0,/2DH,,robinch04
575,Carlos Santana#,40,ARI,NL,-0.5,8,26,24,1,2,1,0,0,0,0,0,2,8,.083,.154,.125,.279,-21,.137,-32,3,0,0,0,0,0,/3,,santaca01
576,Andy Ibáñez,33,2TM,2LG,-0.6,14,26,23,1,2,0,0,0,5,0,0,1,3,.087,.115,.087,.202,-43,.131,-36,2,0,0,0,2,0,/4H573D,,ibanean01
576,Andy Ibáñez,33,ATH,AL,-0.3,11,18,17,1,2,0,0,0,3,0,0,1,2,.118,.167,.118,.284,-20,.190,4,2,0,0,0,0,0,/4H53D,,ibanean01
576,Andy Ibáñez,33,NYM,NL,-0.3,3,8,6,0,0,0,0,0,2,0,0,0,1,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,2,0,/75,,ibanean01
577,Daz Cameron,29,TOR,AL,-0.2,8,25,24,3,5,1,0,1,3,0,0,0,7,.208,.200,.375,.575,54,.241,39,9,0,0,0,1,0,/78H,,camerda01
578,Jonatan Clase#,24,TOR,AL,0.3,9,25,22,4,6,0,0,2,6,0,0,3,8,.273,.360,.545,.905,146,.392,147,12,0,0,0,0,0,/78H,,clasejo01
579,CJ Kayfus*,24,CLE,AL,0.0,9,25,22,4,4,1,0,1,2,0,0,2,8,.182,.280,.364,.644,82,.289,82,8,0,1,0,0,0,/79H,,kayfucj01
580,Joey Meneses,34,ATH,AL,-0.6,9,25,20,1,3,0,0,0,2,0,0,3,4,.150,.280,.150,.430,23,.221,26,3,3,1,0,1,0,/3DH7,,menesjo01
581,Cooper Ingle*,24,CLE,AL,-0.4,7,24,21,1,2,0,0,0,2,0,0,3,12,.095,.208,.095,.304,-9,.163,-8,2,0,0,0,0,0,/7D,,ingleco01
582,Greg Jones#,28,MIL,NL,-0.6,12,24,23,0,2,0,0,0,1,1,1,0,10,.087,.087,.087,.174,-52,.063,-85,2,0,0,1,0,0,/79H4,,jonesgr02
583,Will Brennan*,28,SFG,NL,-0.5,11,23,23,0,2,0,0,0,0,0,0,0,3,.087,.087,.087,.174,-50,.079,-70,2,1,0,0,0,0,/79HD,,brennwi02
584,César Salazar*,30,HOU,AL,-0.2,9,22,18,0,1,0,0,0,1,0,0,3,3,.056,.227,.056,.283,-13,.169,-3,1,0,1,0,0,0,/21,,salazce01
585,Brett Harris,28,3TM,2LG,0.0,12,22,17,2,2,1,0,0,0,0,0,1,5,.118,.286,.176,.462,34,.240,41,3,2,3,1,0,0,5/H34,,harribr02
585,Brett Harris,28,2TM,AL,-0.1,6,9,6,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,4,.239,41,0,1,2,0,0,0,/5H34,,harribr02
585,Brett Harris,28,ATH,AL,0.1,5,6,4,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,3,.238,38,0,0,1,0,0,0,/5H4,,harribr02
585,Brett Harris,28,BOS,AL,-0.1,1,3,2,0,0,0,0,0,0,0,0,0,0,.000,.333,.000,.333,6,.243,47,0,1,1,0,0,0,/3,,harribr02
585,Brett Harris,28,SFG,NL,0.1,6,13,11,2,2,1,0,0,0,0,0,0,3,.182,.250,.273,.523,48,.240,42,3,1,1,1,0,0,/5H,,harribr02
586,Jonathan Ornelas,26,2TM,2LG,-0.4,9,22,21,1,4,0,0,0,1,0,0,1,11,.190,.227,.190,.418,17,.192,5,4,1,0,0,0,0,/47H6,,orneljo01
586,Jonathan Ornelas,26,ATH,AL,-0.2,6,13,12,0,2,0,0,0,0,0,0,1,7,.167,.231,.167,.397,12,.185,0,2,1,0,0,0,0,/47H6,,orneljo01
586,Jonathan Ornelas,26,MIL,NL,-0.2,3,9,9,1,2,0,0,0,1,0,0,0,4,.222,.222,.222,.444,24,.201,13,2,0,0,0,0,0,/4,,orneljo01
587,Luis Matos,24,MIL,NL,-0.1,9,21,20,1,4,0,0,0,0,0,0,1,7,.200,.238,.200,.438,23,.205,16,4,1,0,0,0,0,/9H7D,,matoslu02
588,Ryan Ritter,25,COL,NL,-0.2,16,21,19,2,3,0,0,0,1,0,0,1,8,.158,.200,.158,.358,-4,.170,-28,3,1,0,1,0,0,4/H65D,,rittery01
589,Ethan Salas*,20,SDP,NL,0.0,9,21,21,3,3,0,1,2,3,0,0,0,7,.143,.143,.524,.667,77,.267,64,11,0,0,0,0,0,/2DH,,salaset01
590,Michael Stefanic,30,ATH,AL,-0.2,12,21,19,3,7,1,0,0,2,0,0,2,3,.368,.429,.421,.850,136,.385,141,8,0,0,0,0,0,/4H5D6,,stefami01
591,Jeimer Candelario#,32,LAA,AL,-0.2,7,20,18,3,2,2,0,0,0,0,0,1,8,.111,.200,.222,.422,22,.197,19,4,1,1,0,0,0,/H35D,,candeje01
592,Josue De Paula*,21,LAD,NL,0.1,6,20,14,2,2,1,0,1,3,1,1,6,2,.143,.400,.429,.829,129,.360,135,6,1,0,0,0,0,/D7H,,depaujo03
593,Carlos Jorge*,22,CIN,NL,-0.4,8,20,19,0,2,0,0,0,0,1,0,1,7,.105,.150,.105,.255,-27,.133,-43,2,0,0,0,0,0,/8H7D,,jorgeca01
594,Emmanuel Rodríguez*,23,MIN,AL,0.5,5,20,19,1,5,1,1,1,4,0,0,1,5,.263,.300,.579,.879,141,.415,169,11,0,0,0,0,0,/87,,rodriem01
595,Deyvison De Los Santos,23,MIA,NL,-0.1,10,19,19,0,5,2,0,0,0,0,0,0,5,.263,.263,.368,.632,77,.269,66,7,0,0,0,0,0,/3DH,,delosde01
596,Kyler Fedko,26,MIN,AL,-0.4,14,19,16,1,0,0,0,0,1,0,1,2,8,.000,.105,.000,.105,-67,.047,-73,0,0,0,0,1,0,/H879D,,fedkoky01
597,Aramis Garcia,33,ARI,NL,-0.2,8,19,19,2,3,0,0,1,2,0,0,0,6,.158,.158,.316,.474,28,.201,14,6,0,0,0,0,0,/2,,garciar01
598,Ivan Johnson#,27,CIN,NL,-0.2,16,19,16,0,1,0,0,0,0,2,0,3,7,.063,.211,.063,.273,-18,.184,-15,1,0,0,0,0,0,/H457D,,johnsiv01
599,Tommy Pham,38,2TM,2LG,-0.3,11,19,18,2,1,0,0,1,3,0,0,1,8,.056,.105,.222,.327,-11,.144,-25,4,0,0,0,0,0,/7HD,,phamth01
599,Tommy Pham,38,NYM,NL,-0.4,9,14,13,1,0,0,0,0,0,0,0,1,7,.000,.071,.000,.071,-77,.050,-91,0,0,0,0,0,0,/7H,,phamth01
599,Tommy Pham,38,CHW,AL,0.0,2,5,5,1,1,0,0,1,3,0,0,0,1,.200,.200,.800,1.000,163,.409,163,4,0,0,0,0,0,/DH,,phamth01
600,Michael Arroyo,21,SEA,AL,0.3,6,18,13,3,4,1,0,1,3,1,0,4,4,.308,.444,.615,1.060,204,.453,192,8,0,0,0,1,0,/4DH,,arroymi01
601,José Azócar,30,ATL,NL,0.3,11,18,17,2,6,2,0,0,0,1,0,1,4,.353,.389,.471,.859,136,.381,131,8,0,0,0,0,0,/9H78,,azocajo01
602,Heston Kjerstad*,27,BAL,AL,-0.2,10,18,18,1,4,1,0,0,2,0,0,0,8,.222,.222,.278,.500,42,.221,33,5,0,0,0,0,0,/H9,,kjershe01
603,Kyren Paris,24,LAA,AL,-0.5,8,18,15,0,0,0,0,0,0,0,0,3,8,.000,.167,.000,.167,-46,.116,-38,0,1,0,0,0,0,/7H89,,parisky01
604,Kyle Farmer,35,ATL,NL,-0.1,13,17,16,2,4,1,0,0,3,0,0,0,4,.250,.235,.313,.548,50,.233,35,5,0,0,0,1,0,/H5D46,,farmeky01
605,Daniel Johnson*,30,HOU,AL,-0.2,8,17,14,1,2,0,0,0,0,0,0,2,3,.143,.294,.143,.437,30,.231,41,2,1,1,0,0,0,/87,,johnsda07
606,Hayden Senger,29,NYM,NL,-0.1,7,17,15,2,2,0,0,1,2,0,0,0,4,.133,.133,.333,.467,26,.195,1,5,0,0,2,0,0,/2,,sengeha01
607,Jared Serna,24,MIA,NL,0.0,9,16,14,3,3,2,0,0,2,0,0,1,5,.214,.250,.357,.607,69,.250,53,5,1,0,0,1,0,/4H,,sernaja01
608,Matthew Lugo,25,KCR,AL,-0.1,9,15,14,0,2,0,0,0,0,0,0,1,6,.143,.200,.143,.343,0,.161,-10,2,0,0,0,0,0,/79DH,,lugoma01
609,Dylan Moore,33,PHI,NL,-0.2,13,15,12,3,0,0,0,0,0,1,0,3,6,.000,.200,.000,.200,-40,.156,-38,0,0,0,0,0,0,H/3178D4,,mooredy01
610,Ryan Mountcastle,29,BAL,AL,-0.1,8,15,14,0,4,1,0,0,1,0,0,1,2,.286,.333,.357,.690,97,.305,92,5,0,0,0,0,0,/H3D,,mountry01
611,Johnathan Rodríguez,26,BAL,AL,-0.2,7,15,11,0,2,1,0,0,2,0,0,3,6,.182,.333,.273,.606,76,.284,78,3,1,0,0,1,0,/9HD,,rodrijo10
612,Andrew Velazquez#,31,KCR,AL,-0.2,6,15,15,0,1,0,0,0,0,1,0,0,2,.067,.067,.067,.133,-62,.070,-86,1,0,0,0,0,0,/64,,velazan01
613,Trey Mancini,34,LAA,AL,0.0,5,14,13,1,4,0,1,0,4,0,0,0,3,.308,.286,.462,.747,111,.307,97,6,1,0,0,1,0,/3DH,,mancitr01
614,Vidal Bruján#,28,NYM,NL,-0.1,9,13,11,4,1,0,0,0,1,0,1,1,1,.091,.167,.091,.258,-24,.084,-48,1,0,0,1,0,0,/6H7,,brujavi01
615,Collin Price,26,HOU,AL,0.1,7,13,12,1,2,1,0,0,0,0,0,1,6,.167,.231,.250,.481,37,.220,33,3,0,0,0,0,0,/2H3D,,priceco01
616,Gustavo Campero#,28,LAA,AL,0.1,4,12,11,0,4,1,0,0,2,0,0,0,4,.364,.333,.455,.788,124,.331,113,5,0,0,0,1,0,/7,,campegu01
617,Oliver Dunn*,28,TBR,AL,-0.2,9,12,11,4,1,0,0,0,1,0,0,1,3,.091,.167,.091,.258,-25,.125,-38,1,0,0,0,0,0,/H65D,,dunnol01
618,Scott Bandura*,24,SFG,NL,-0.1,4,11,10,1,2,1,0,0,0,0,0,1,5,.200,.273,.300,.573,62,.251,53,3,0,0,0,0,0,/9D,,bandusc01
619,Will Banfield,26,CIN,NL,-0.2,7,11,11,1,1,0,0,0,0,0,0,0,3,.091,.091,.091,.182,-49,.082,-71,1,0,0,0,0,0,/2H,,banfiwi01
620,Oswaldo Cabrera#,27,NYY,AL,-0.3,3,11,9,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-180,0,0,0,2,0,0,/54,,cabreos01
621,Gabriel González,22,MIN,AL,0.1,7,11,8,2,2,0,0,0,0,0,0,2,2,.250,.455,.250,.705,107,.431,180,2,0,1,0,0,0,/H79,,gonzaga03
622,B.J. Murray#,26,CHC,NL,-0.2,7,11,11,0,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-50,.073,-80,1,0,0,0,0,0,/3HD,,murrabj01
623,Kenny Piper,27,TBR,AL,0.3,14,11,9,4,2,0,0,1,2,1,0,2,3,.222,.364,.556,.919,153,.417,153,5,0,0,0,0,0,2/H,,piperke01
624,Rowdy Tellez*,31,ATL,NL,0.0,7,11,10,2,2,0,0,1,4,0,0,1,3,.200,.273,.500,.773,107,.329,103,5,0,0,0,0,0,/H3D,,tellero01
625,Ryan Bliss,26,SEA,AL,0.0,3,10,8,0,1,0,0,0,1,0,0,1,3,.125,.200,.125,.325,-3,.160,-5,1,0,0,0,1,0,/4DH,,blissry01
626,Justin Dean,29,CHC,NL,0.2,17,10,8,3,3,0,1,0,3,1,0,2,4,.375,.500,.625,1.125,208,.503,209,5,0,0,0,0,0,/98H7D,,deanju01
627,Nick Solak,31,SDP,NL,-0.1,4,10,7,0,1,0,0,0,1,0,0,1,0,.143,.300,.143,.443,31,.224,33,1,0,1,0,1,0,/DH,,solakni01
628,James Triantos,23,CHC,NL,-0.1,7,9,8,2,1,0,0,0,0,0,0,1,2,.125,.222,.125,.347,0,.178,-5,1,0,0,0,0,0,/4HD,,trianja01
629,Jace Jung*,25,DET,AL,0.0,3,8,6,1,1,0,0,0,0,0,0,2,1,.167,.375,.167,.542,59,.287,76,1,0,0,0,0,0,/D,,jungja01
630,Eddys Leonard,25,SFG,NL,-0.2,3,8,8,0,2,1,0,0,0,0,0,0,2,.250,.250,.375,.625,74,.269,67,3,0,0,0,0,0,/7,,leonaed01
631,Cristian Pache,27,NYM,NL,-0.1,14,8,8,2,1,0,0,0,0,0,0,0,4,.125,.125,.125,.250,-29,.113,-45,1,0,0,0,0,0,/7HD9,,pachecr01
632,Steward Berroa#,27,PHI,NL,-0.1,6,7,7,0,1,0,0,0,1,0,0,0,4,.143,.143,.143,.286,-23,.129,-47,1,0,0,0,0,0,/897,,berrost01
633,Corey Julks,30,DET,AL,0.1,4,7,7,1,2,1,0,0,0,0,0,0,1,.286,.286,.429,.714,97,.309,91,3,0,0,0,0,0,/9DH,,julksco01
634,Jared Oliva,30,SFG,NL,0.0,7,7,7,1,1,0,0,0,0,1,0,0,1,.143,.143,.143,.286,-19,.164,-32,1,1,0,0,0,0,/8H7,,olivaja01
635,Jonah Bride,30,TEX,AL,0.0,2,6,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,61,.267,71,1,0,0,0,0,0,/5,,bridejo01
636,Vimael Machín*,32,COL,NL,0.0,3,6,6,0,3,0,0,0,0,0,0,0,2,.500,.500,.500,1.000,164,.451,180,3,0,0,0,0,0,/5H,,machivi01
637,Logan Porter,30,2TM,2LG,0.1,3,6,4,2,1,1,0,0,0,0,0,2,2,.250,.500,.500,1.000,189,.442,191,2,0,0,0,0,0,/2H,,portelo01
637,Logan Porter,30,SFG,NL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/H,,portelo01
637,Logan Porter,30,LAA,AL,0.1,2,6,4,1,1,1,0,0,0,0,0,2,2,.250,.500,.500,1.000,189,.442,191,2,0,0,0,0,0,/2,,portelo01
638,Ben Ross,25,MIN,AL,-0.1,4,6,6,1,1,1,0,0,0,0,0,0,3,.167,.167,.333,.500,37,.210,23,2,0,0,0,0,0,/H456D,,rossbe01
639,Will Wilson,27,SEA,AL,0.1,2,6,5,1,1,0,0,1,2,0,0,1,1,.200,.333,.800,1.133,216,.457,204,4,0,0,0,0,0,/5,,wilsowi03
640,Luken Baker,29,ARI,NL,-0.1,3,5,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,12,.181,0,1,0,0,0,0,0,/3H,,bakerlu01
641,Trei Cruz#,27,DET,AL,-0.2,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/79,,cruztr01
642,Shawn Ross,26,PIT,NL,0.1,2,5,5,1,1,0,0,1,2,0,0,0,2,.200,.200,.800,1.000,154,.404,152,4,0,0,0,0,0,/23,,rosssh01
643,Jihwan Bae*,26,MIL,NL,0.1,4,4,2,1,1,0,0,0,0,1,0,0,1,.500,.667,.500,1.167,231,.593,280,1,0,1,1,0,0,/4HD,,baeji01
644,Dylan Carlson#,27,CHC,NL,-0.2,3,4,4,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,/H79D,,carlsdy01
645,Scott Kingery,32,CHC,NL,-0.2,8,4,4,2,1,0,0,0,0,1,0,0,0,.250,.250,.250,.500,39,.287,30,1,0,0,0,0,0,/HD45,,kingesc01
646,Davis Wendzel,29,PIT,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-137,0,0,0,0,0,0,/34H,,wendzda01
647,Blake Hunt,27,SDP,NL,0.0,2,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/2,,huntbl01
648,Rudy Martin*,30,TOR,AL,-0.1,2,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,3,.232,32,0,1,0,0,0,0,/7DH,,martiru02
649,Omar Martínez*,24,LAA,AL,0.0,5,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,93,.301,91,1,0,0,0,0,0,/2H,,martiom01
650,Jair Camargo,26,ATL,NL,0.1,1,2,2,1,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,300,.625,317,2,0,0,0,0,0,/2H,,camarja01
651,Jeferson Quero,23,MIL,NL,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,56,.350,117,0,0,0,0,0,0,/2,,queroje01
652,Jack Brannigan,25,PIT,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,/5H,,brannja01
653,Maverick Handley,28,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/H,,handlma01
654,DaShawn Keirsey Jr.*,29,ATL,NL,0.1,2,1,1,2,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,455,.903,500,1,0,0,0,0,0,/H8,,keirsda01
655,Víctor Mederos,25,ATL,NL,0.0,3,1,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,455,.806,433,1,0,0,0,0,0,1,,medervi01
656,Miles Mikolas,37,WSN,NL,0.0,2,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,1,0,0,1/H,,mikolmi01
657,Michael Siani*,26,BAL,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/8,,sianimi01
658,Randy Vásquez,27,SDP,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,0,0,1,,vasqura02
659,Luke Williams,29,ATL,NL,-0.1,2,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,.700,358,0,0,0,0,0,0,/47H,,willilu01
660,Javier Assad,28,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,assadja01
661,Bryan Baker,31,TBR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,bakerbr01
662,David Bednar*,31,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bednada01
663,Clayton Beeter,27,WSN,NL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beetecl01
664,Jake Bird,30,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,birdja01
665,Paul Blackburn,32,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,blackpa01
666,Kyle Bradish,29,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradiky01
667,Blas Castaño,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,castabl01
668,Aroldis Chapman*,38,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,chapmar01
669,Aaron Civale,31,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,civalaa01
670,Taylor Clarke,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,clarkta01
671,Fernando Cruz#,36,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,cruzfe01
672,Jack Dreyer,27,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,dreyeja01
673,Jhoan Duran,28,PHI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,duranjh01
674,Brandon Eisert*,28,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,eiserbr01
675,Lucas Erceg*,31,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,erceglu01
676,Carlos Estévez,33,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,estevca01
677,Pete Fairbanks,32,MIA,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fairbpe01
678,Nick Frasso,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,frassni01
679,Didier Fuentes,21,ATL,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fuentdi01
680,Brandyn Garcia*,26,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,garcibr02
681,Rico Garcia,32,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,garciri01
682,Cade Gibson*,28,MIA,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,gibsoca01
683,J.T. Ginn,27,ATH,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ginnjt01
684,Josh Hader*,32,HOU,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,haderjo01
685,DL Hall*,27,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,halldl01
686,Edgardo Henriquez,24,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,henried01
687,Sam Hentges*,29,SFG,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hentgsa01
688,Jimmy Herget,32,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hergeji01
